attempt_id,account_id,borrower_id,event_at,call_id,agent_id,attempt_no,vendor_id,attempt_status,dpd,risk_segment,contact_date,contact_hour,contact_dow
,ACC0017170,BRW0002762,2026-05-30 03:16:18,CALL0080926,AGT0000880,1970-01-01 00:00:00.000000002,VND0000002,,75,HIGH,2026-05-30,3,Saturday
,ACC0012499,BRW0008739,2026-07-08 17:42:33,CALL0026007,AGT0000723,1970-01-01 00:00:00.000000004,VND0000008,,45,NPA,2026-07-08,17,Wednesday
,ACC0018659,BRW0006721,2026-02-11 13:02:12,CALL0076540,AGT0000738,1970-01-01 00:00:00.000000003,VND0000012,,30,MEDIUM,2026-02-11,13,Wednesday
,ACC0027091,BRW0007815,2026-03-21 00:49:43,CALL0012244,AGT0000276,1970-01-01 00:00:00.000000007,VND0000014,,1,NPA,2026-03-21,0,Saturday
,ACC0011187,BRW0009847,2026-07-15 00:13:22,CALL0081657,AGT0000905,1970-01-01 00:00:00.000000005,VND0000004,,1,MEDIUM,2026-07-15,0,Wednesday
,ACC0006790,BRW0002038,2026-05-22 22:07:49,CALL0047431,AGT0000290,1970-01-01 00:00:00.000000002,VND0000002,,90,LOW,2026-05-22,22,Friday
,ACC0024586,BRW0002906,2026-01-16 05:41:11,CALL0039325,AGT0000134,1970-01-01 00:00:00.000000003,VND0000012,,180,HIGH,2026-01-16,5,Friday
,ACC0017956,BRW0008295,2026-02-07 06:48:36,CALL0076845,AGT0000198,1970-01-01 00:00:00.000000007,VND0000001,,15,LOW,2026-02-07,6,Saturday
,ACC0020374,BRW0006733,2026-06-11 12:57:51,CALL0050348,AGT0000986,1970-01-01 00:00:00.000000005,VND0000011,,60,NPA,2026-06-11,12,Thursday
,ACC0005217,BRW0004809,2026-01-25 17:56:24,CALL0023058,AGT0000584,1970-01-01 00:00:00.000000005,VND0000010,,30,MEDIUM,2026-01-25,17,Sunday
,ACC0007720,BRW0004281,2026-04-26 01:42:34,CALL0000249,AGT0000436,1970-01-01 00:00:00.000000007,VND0000013,,30,LOW,2026-04-26,1,Sunday
,ACC0001477,BRW0004042,2026-05-26 12:58:38,CALL0024596,AGT0000858,1970-01-01 00:00:00.000000005,VND0000009,,0,LOW,2026-05-26,12,Tuesday
,ACC0028291,BRW0010402,2026-02-07 19:15:35,CALL0018722,AGT0000964,1970-01-01 00:00:00.000000003,VND0000010,,15,LOW,2026-02-07,19,Saturday
,ACC0029306,BRW0004335,2026-07-28 05:25:26,CALL0005551,AGT0000428,1970-01-01 00:00:00.000000005,VND0000009,,5,NPA,2026-07-28,5,Tuesday
,ACC0019286,BRW0011740,2026-04-22 12:08:02,CALL0000278,AGT0000794,1970-01-01 00:00:00.000000007,VND0000003,,45,NPA,2026-04-22,12,Wednesday
,ACC0002223,BRW0003296,2026-05-09 00:21:14,CALL0059079,AGT0000398,1970-01-01 00:00:00.000000002,VND0000007,,90,NPA,2026-05-09,0,Saturday
,ACC0013889,BRW0002363,2026-08-03 08:12:40,CALL0086913,AGT0000307,1970-01-01 00:00:00.000000004,VND0000013,,120,MEDIUM,2026-08-03,8,Monday
,ACC0006866,BRW0003153,2026-04-08 04:52:21,CALL0084365,AGT0000322,1970-01-01 00:00:00.000000003,VND0000005,,60,NPA,2026-04-08,4,Wednesday
,ACC0008242,BRW0001731,2026-02-25 01:57:50,CALL0063679,AGT0000411,1970-01-01 00:00:00.000000005,VND0000010,,90,NPA,2026-02-25,1,Wednesday
,ACC0017929,BRW0011857,2026-06-07 21:15:18,CALL0052201,AGT0000575,1970-01-01 00:00:00.000000001,VND0000015,,45,MEDIUM,2026-06-07,21,Sunday
,ACC0001735,BRW0000271,2026-03-22 04:24:42,CALL0049332,AGT0000431,1970-01-01 00:00:00.000000001,VND0000010,,90,HIGH,2026-03-22,4,Sunday
,ACC0029837,BRW0003948,2026-01-18 19:18:12,CALL0044525,AGT0000152,1970-01-01 00:00:00.000000006,,,15,HIGH,2026-01-18,19,Sunday
,ACC0017098,BRW0001951,2026-03-26 21:49:49,CALL0041865,AGT0000683,1970-01-01 00:00:00.000000004,VND0000015,,15,HIGH,2026-03-26,21,Thursday
,ACC0023322,BRW0001811,2026-05-31 09:22:35,CALL0047554,AGT0000475,1970-01-01 00:00:00.000000003,VND0000010,,15,NPA,2026-05-31,9,Sunday
,ACC0028544,BRW0006857,2026-03-18 01:42:17,CALL0074823,AGT0000123,1970-01-01 00:00:00.000000001,VND0000005,,15,NPA,2026-03-18,1,Wednesday
,ACC0027831,BRW0007792,2026-02-23 23:28:36,CALL0015405,AGT0000407,1970-01-01 00:00:00.000000003,VND0000011,,5,NPA,2026-02-23,23,Monday
,ACC0019291,BRW0009165,2026-06-18 22:25:38,CALL0003735,AGT0000113,1970-01-01 00:00:00.000000006,VND0000015,,45,HIGH,2026-06-18,22,Thursday
,ACC0013083,BRW0006916,2026-05-29 21:31:46,CALL0047390,AGT0000505,1970-01-01 00:00:00.000000006,VND0000010,,15,LOW,2026-05-29,21,Friday
,ACC0017669,BRW0003867,2026-07-08 22:16:13,CALL0060102,AGT0000121,1970-01-01 00:00:00.000000003,VND0000005,,30,HIGH,2026-07-08,22,Wednesday
,ACC0017094,BRW0005156,2026-06-21 22:07:07,CALL0021414,AGT0000194,1970-01-01 00:00:00.000000004,VND0000009,,180,MEDIUM,2026-06-21,22,Sunday
,ACC0018137,BRW0009798,2026-01-31 11:56:54,CALL0086016,AGT0000514,1970-01-01 00:00:00.000000005,VND0000012,,0,MEDIUM,2026-01-31,11,Saturday
,ACC0009608,BRW0005235,2026-02-19 16:10:34,CALL0016906,AGT0000548,1970-01-01 00:00:00.000000003,VND0000003,,5,HIGH,2026-02-19,16,Thursday
,ACC0009697,BRW0003785,2026-06-25 07:34:27,CALL0082746,AGT0000848,1970-01-01 00:00:00.000000005,VND0000006,,0,MEDIUM,2026-06-25,7,Thursday
,ACC0026684,BRW0000262,2026-07-08 01:21:52,CALL0042117,AGT0000842,1970-01-01 00:00:00.000000006,VND0000005,,1,NPA,2026-07-08,1,Wednesday
,ACC0024296,BRW0007660,2026-01-08 18:44:35,CALL0087225,AGT0000531,1970-01-01 00:00:00.000000001,VND0000013,,45,NPA,2026-01-08,18,Thursday
,ACC0010333,BRW0007496,2026-06-22 16:01:01,CALL0006322,AGT0000965,1970-01-01 00:00:00.000000004,VND0000001,,75,NPA,2026-06-22,16,Monday
,ACC0025447,BRW0004702,2026-07-02 22:15:04,CALL0052952,AGT0000918,1970-01-01 00:00:00.000000004,VND0000013,,15,NPA,2026-07-02,22,Thursday
,ACC0022828,BRW0009838,2026-02-06 18:50:55,CALL0077370,AGT0000401,1970-01-01 00:00:00.000000004,VND0000014,,120,MEDIUM,2026-02-06,18,Friday
,ACC0024869,BRW0008201,2026-01-06 07:30:43,CALL0061146,AGT0000468,1970-01-01 00:00:00.000000006,VND0000006,,30,HIGH,2026-01-06,7,Tuesday
,ACC0020164,BRW0010297,2026-06-14 00:19:53,CALL0081192,AGT0000718,1970-01-01 00:00:00.000000005,VND0000001,,120,HIGH,2026-06-14,0,Sunday
,ACC0015422,BRW0000566,2026-01-27 04:38:48,CALL0036708,AGT0000407,1970-01-01 00:00:00.000000007,VND0000007,,60,NPA,2026-01-27,4,Tuesday
,ACC0000772,BRW0006713,2026-04-16 19:53:48,CALL0010437,AGT0000081,1970-01-01 00:00:00.000000005,VND0000004,,45,MEDIUM,2026-04-16,19,Thursday
,ACC0022652,BRW0007519,2026-06-08 03:47:28,CALL0085074,AGT0000436,1970-01-01 00:00:00.000000005,VND0000011,,1,MEDIUM,2026-06-08,3,Monday
,ACC0013015,BRW0004794,2026-06-16 07:30:56,CALL0044283,AGT0000822,1970-01-01 00:00:00.000000004,VND0000009,,60,NPA,2026-06-16,7,Tuesday
,ACC0027753,BRW0006502,2026-01-25 14:06:20,CALL0028557,AGT0000235,1970-01-01 00:00:00.000000005,VND0000007,,15,HIGH,2026-01-25,14,Sunday
,ACC0011195,BRW0011020,2026-02-01 21:40:26,CALL0019393,AGT0000812,1970-01-01 00:00:00.000000004,VND0000009,,15,LOW,2026-02-01,21,Sunday
,ACC0013842,BRW0010327,2026-05-23 03:04:45,CALL0002019,AGT0000381,1970-01-01 00:00:00.000000005,VND0000015,,90,NPA,2026-05-23,3,Saturday
,ACC0019715,BRW0003678,2026-05-01 15:38:08,CALL0050006,AGT0000994,1970-01-01 00:00:00.000000001,VND0000004,,1,LOW,2026-05-01,15,Friday
,ACC0016986,BRW0003884,2026-03-07 01:07:18,CALL0001439,AGT0000625,1970-01-01 00:00:00.000000003,VND0000004,,15,NPA,2026-03-07,1,Saturday
,ACC0028834,BRW0000285,2026-05-13 02:04:52,CALL0056456,AGT0000697,1970-01-01 00:00:00.000000006,VND0000007,,1,LOW,2026-05-13,2,Wednesday
,ACC0014064,BRW0002482,2026-02-05 19:46:17,CALL0050286,AGT0000128,1970-01-01 00:00:00.000000003,VND0000001,,0,LOW,2026-02-05,19,Thursday
,ACC0029282,BRW0011585,2026-02-19 18:24:21,CALL0082577,AGT0000218,1970-01-01 00:00:00.000000003,VND0000012,,75,NPA,2026-02-19,18,Thursday
,ACC0008879,BRW0003009,2026-02-20 19:09:01,CALL0042293,AGT0000426,1970-01-01 00:00:00.000000002,VND0000004,,180,NPA,2026-02-20,19,Friday
,ACC0017061,BRW0003142,2026-04-06 07:31:59,CALL0019006,AGT0000732,1970-01-01 00:00:00.000000004,VND0000007,,1,NPA,2026-04-06,7,Monday
,ACC0022007,BRW0006836,2026-03-25 10:36:10,CALL0060851,AGT0000797,1970-01-01 00:00:00.000000007,VND0000004,,60,HIGH,2026-03-25,10,Wednesday
,ACC0027479,BRW0011261,2026-06-05 12:36:55,CALL0042425,AGT0000248,1970-01-01 00:00:00.000000003,VND0000004,,5,MEDIUM,2026-06-05,12,Friday
,ACC0019270,BRW0008230,2026-08-05 08:34:00,CALL0044147,AGT0000003,1970-01-01 00:00:00.000000002,VND0000012,,75,MEDIUM,2026-08-05,8,Wednesday
,ACC0001025,BRW0000437,2026-02-02 12:42:08,CALL0042424,AGT0000141,1970-01-01 00:00:00.000000003,VND0000008,,75,LOW,2026-02-02,12,Monday
,ACC0005812,BRW0007970,2026-05-26 21:22:25,CALL0048157,AGT0000668,1970-01-01 00:00:00.000000005,VND0000008,,90,MEDIUM,2026-05-26,21,Tuesday
,ACC0019139,BRW0006439,2026-04-15 04:15:55,CALL0018752,AGT0000709,1970-01-01 00:00:00.000000004,VND0000007,,5,NPA,2026-04-15,4,Wednesday
,ACC0003693,BRW0011416,2026-06-25 08:19:51,CALL0068767,AGT0000039,1970-01-01 00:00:00.000000002,VND0000004,,5,HIGH,2026-06-25,8,Thursday
,ACC0011141,BRW0011316,2026-05-12 23:38:56,CALL0024550,AGT0000823,1970-01-01 00:00:00.000000002,VND0000007,,180,MEDIUM,2026-05-12,23,Tuesday
,ACC0022839,BRW0009193,2026-05-23 18:35:42,CALL0000835,AGT0000996,1970-01-01 00:00:00.000000006,VND0000004,,15,LOW,2026-05-23,18,Saturday
,ACC0027670,BRW0004158,2026-04-03 19:53:58,CALL0016288,AGT0000621,1970-01-01 00:00:00.000000005,VND0000006,,15,HIGH,2026-04-03,19,Friday
,ACC0003167,BRW0011033,2026-05-22 09:38:20,CALL0031074,AGT0000548,1970-01-01 00:00:00.000000007,VND0000011,,90,NPA,2026-05-22,9,Friday
,ACC0027598,BRW0006250,2026-06-25 18:33:48,CALL0012676,AGT0000852,1970-01-01 00:00:00.000000006,VND0000015,,0,LOW,2026-06-25,18,Thursday
,ACC0001515,BRW0010640,2026-02-22 04:29:42,CALL0064068,AGT0001000,1970-01-01 00:00:00.000000006,,,0,NPA,2026-02-22,4,Sunday
,ACC0029578,BRW0000689,2026-06-03 23:30:44,CALL0087327,AGT0000761,1970-01-01 00:00:00.000000003,VND0000013,,180,MEDIUM,2026-06-03,23,Wednesday
,ACC0009094,BRW0005875,2026-01-25 05:03:57,CALL0059721,AGT0000602,1970-01-01 00:00:00.000000003,VND0000015,,0,LOW,2026-01-25,5,Sunday
,ACC0006238,BRW0009058,2026-07-12 21:51:15,CALL0082183,AGT0000229,1970-01-01 00:00:00.000000003,VND0000009,,45,MEDIUM,2026-07-12,21,Sunday
,ACC0020503,BRW0005744,2026-05-22 04:37:44,CALL0072853,AGT0000807,1970-01-01 00:00:00.000000001,VND0000011,,45,LOW,2026-05-22,4,Friday
,ACC0017674,BRW0001622,2026-06-23 02:43:06,CALL0034329,AGT0000189,1970-01-01 00:00:00.000000004,VND0000003,,5,LOW,2026-06-23,2,Tuesday
,ACC0028562,BRW0004183,2026-06-30 14:03:20,CALL0023732,AGT0000782,1970-01-01 00:00:00.000000005,VND0000011,,75,MEDIUM,2026-06-30,14,Tuesday
,ACC0015227,BRW0002692,2026-01-31 05:22:59,CALL0011734,AGT0000543,1970-01-01 00:00:00.000000005,VND0000001,,45,HIGH,2026-01-31,5,Saturday
,ACC0021696,BRW0000194,2026-03-22 17:50:02,CALL0015630,AGT0000528,1970-01-01 00:00:00.000000002,VND0000001,,5,NPA,2026-03-22,17,Sunday
,ACC0002617,BRW0006536,2026-07-23 02:33:23,CALL0028712,AGT0000114,1970-01-01 00:00:00.000000005,VND0000012,,45,NPA,2026-07-23,2,Thursday
,ACC0025931,BRW0002445,2026-06-01 03:45:48,CALL0013445,AGT0000398,1970-01-01 00:00:00.000000001,VND0000008,,45,NPA,2026-06-01,3,Monday
,ACC0017805,BRW0009110,2026-05-22 05:38:07,CALL0082189,AGT0000462,1970-01-01 00:00:00.000000001,VND0000006,,60,HIGH,2026-05-22,5,Friday
,ACC0007329,BRW0007494,2026-05-27 01:12:49,CALL0048868,AGT0000246,1970-01-01 00:00:00.000000002,VND0000001,,60,HIGH,2026-05-27,1,Wednesday
,ACC0001250,BRW0010244,2026-01-16 08:22:10,CALL0025159,AGT0000341,1970-01-01 00:00:00.000000006,VND0000009,,120,MEDIUM,2026-01-16,8,Friday
,ACC0004905,BRW0005929,2026-01-29 10:02:39,CALL0083522,AGT0000315,1970-01-01 00:00:00.000000001,VND0000005,,60,HIGH,2026-01-29,10,Thursday
,ACC0003809,BRW0010301,2026-03-26 20:01:25,CALL0001762,AGT0000754,1970-01-01 00:00:00.000000001,VND0000011,,60,MEDIUM,2026-03-26,20,Thursday
,ACC0023016,BRW0002983,2026-04-18 05:09:22,CALL0088109,AGT0000940,1970-01-01 00:00:00.000000007,VND0000001,,45,HIGH,2026-04-18,5,Saturday
,ACC0008408,BRW0008189,2026-03-13 16:13:46,CALL0081971,AGT0000938,1970-01-01 00:00:00.000000005,VND0000004,,30,MEDIUM,2026-03-13,16,Friday
,ACC0012110,BRW0010920,2026-06-21 00:56:05,CALL0054837,AGT0000396,1970-01-01 00:00:00.000000004,VND0000003,,5,HIGH,2026-06-21,0,Sunday
,ACC0027700,BRW0008669,2026-01-18 18:52:15,CALL0039276,AGT0000361,1970-01-01 00:00:00.000000006,VND0000013,,90,LOW,2026-01-18,18,Sunday
,ACC0004035,BRW0009635,2026-06-02 13:11:27,CALL0048777,AGT0000981,1970-01-01 00:00:00.000000001,VND0000003,,30,NPA,2026-06-02,13,Tuesday
,ACC0027868,BRW0001326,2026-05-23 10:08:20,CALL0022569,AGT0000918,1970-01-01 00:00:00.000000002,VND0000004,,75,MEDIUM,2026-05-23,10,Saturday
,ACC0006253,BRW0003774,2026-05-09 13:55:31,CALL0044943,AGT0000816,1970-01-01 00:00:00.000000005,VND0000014,,15,HIGH,2026-05-09,13,Saturday
,ACC0002473,BRW0001391,2026-02-27 09:46:45,CALL0001096,AGT0000608,1970-01-01 00:00:00.000000006,VND0000014,,120,NPA,2026-02-27,9,Friday
,ACC0008192,BRW0000061,2026-04-27 09:51:34,CALL0061264,AGT0000682,1970-01-01 00:00:00.000000002,VND0000011,,180,MEDIUM,2026-04-27,9,Monday
,ACC0021854,BRW0000425,2026-06-01 02:50:38,CALL0066826,AGT0000819,1970-01-01 00:00:00.000000005,VND0000002,,15,NPA,2026-06-01,2,Monday
,ACC0016599,BRW0005136,2026-07-06 09:11:53,CALL0034541,AGT0000172,1970-01-01 00:00:00.000000001,VND0000013,,60,HIGH,2026-07-06,9,Monday
,ACC0005875,BRW0010250,2026-05-26 03:08:31,CALL0033602,AGT0000283,1970-01-01 00:00:00.000000002,VND0000006,,120,LOW,2026-05-26,3,Tuesday
,ACC0012151,BRW0000898,2026-03-20 13:56:30,CALL0069707,AGT0000419,1970-01-01 00:00:00.000000003,VND0000009,,30,LOW,2026-03-20,13,Friday
,ACC0023401,BRW0009053,2026-06-24 02:36:51,CALL0075969,AGT0000572,1970-01-01 00:00:00.000000006,,,1,MEDIUM,2026-06-24,2,Wednesday
,ACC0002209,BRW0005835,2026-03-15 12:57:14,CALL0072939,AGT0000703,1970-01-01 00:00:00.000000003,VND0000011,,1,NPA,2026-03-15,12,Sunday
,ACC0029877,BRW0009047,2026-05-12 13:38:08,CALL0054609,AGT0000006,1970-01-01 00:00:00.000000007,VND0000008,,0,MEDIUM,2026-05-12,13,Tuesday
,ACC0015496,BRW0000259,2026-04-25 07:09:00,CALL0040662,AGT0000543,1970-01-01 00:00:00.000000001,VND0000015,,45,NPA,2026-04-25,7,Saturday
,ACC0018510,BRW0011087,2026-01-16 19:07:05,CALL0074431,AGT0000410,1970-01-01 00:00:00.000000002,VND0000003,,75,HIGH,2026-01-16,19,Friday
,ACC0014006,BRW0009599,2026-07-21 05:42:40,CALL0009781,AGT0000836,1970-01-01 00:00:00.000000007,VND0000013,,45,LOW,2026-07-21,5,Tuesday
,ACC0007228,BRW0003539,2026-05-03 12:42:41,CALL0068013,AGT0000354,1970-01-01 00:00:00.000000001,VND0000015,,60,MEDIUM,2026-05-03,12,Sunday
,ACC0008742,BRW0005303,2026-04-06 12:48:11,CALL0066397,AGT0000382,1970-01-01 00:00:00.000000004,VND0000009,,5,LOW,2026-04-06,12,Monday
,ACC0005036,BRW0009448,2026-07-09 17:54:43,CALL0019576,AGT0000834,1970-01-01 00:00:00.000000002,VND0000015,,90,LOW,2026-07-09,17,Thursday
,ACC0026709,BRW0008724,2026-03-24 15:40:39,CALL0017843,AGT0000334,1970-01-01 00:00:00.000000005,VND0000007,,1,LOW,2026-03-24,15,Tuesday
,ACC0002124,BRW0001860,2026-06-18 09:33:58,CALL0018147,AGT0000504,1970-01-01 00:00:00.000000004,VND0000015,,15,NPA,2026-06-18,9,Thursday
,ACC0028027,BRW0006692,2026-03-26 09:18:19,CALL0067601,AGT0000319,1970-01-01 00:00:00.000000003,VND0000012,,60,LOW,2026-03-26,9,Thursday
,ACC0026881,BRW0009615,2026-06-05 20:32:53,CALL0076535,AGT0000780,1970-01-01 00:00:00.000000006,VND0000010,,75,NPA,2026-06-05,20,Friday
,ACC0029683,BRW0007101,2026-02-28 11:56:32,CALL0057577,AGT0000915,1970-01-01 00:00:00.000000005,VND0000010,,75,MEDIUM,2026-02-28,11,Saturday
,ACC0001988,BRW0009249,2026-01-28 08:42:50,CALL0087861,AGT0000963,1970-01-01 00:00:00.000000007,VND0000004,,120,MEDIUM,2026-01-28,8,Wednesday
,ACC0019353,BRW0009476,2026-07-01 18:43:28,CALL0070809,AGT0000288,1970-01-01 00:00:00.000000005,VND0000015,,90,NPA,2026-07-01,18,Wednesday
,ACC0027497,BRW0008985,2026-06-29 04:35:46,CALL0073191,AGT0000970,1970-01-01 00:00:00.000000004,VND0000003,,60,LOW,2026-06-29,4,Monday
,ACC0024271,BRW0001844,2026-05-02 15:58:48,CALL0013720,AGT0000985,1970-01-01 00:00:00.000000007,VND0000006,,5,HIGH,2026-05-02,15,Saturday
,ACC0009732,BRW0002481,2026-04-13 08:55:03,CALL0029808,AGT0000323,1970-01-01 00:00:00.000000002,VND0000009,,1,LOW,2026-04-13,8,Monday
,ACC0015966,BRW0006762,2026-02-27 01:19:04,CALL0021193,AGT0000187,1970-01-01 00:00:00.000000001,VND0000008,,120,HIGH,2026-02-27,1,Friday
,ACC0017935,BRW0006272,2026-05-10 19:14:04,CALL0080546,AGT0000247,1970-01-01 00:00:00.000000005,VND0000003,,5,MEDIUM,2026-05-10,19,Sunday
,ACC0012599,BRW0009626,2026-06-16 13:17:20,CALL0066940,AGT0000621,1970-01-01 00:00:00.000000005,VND0000011,,45,NPA,2026-06-16,13,Tuesday
,ACC0018060,BRW0011541,2026-04-02 20:30:35,CALL0073844,AGT0000163,1970-01-01 00:00:00.000000006,VND0000014,,30,LOW,2026-04-02,20,Thursday
,ACC0016983,BRW0000439,2026-06-07 11:38:04,CALL0027461,AGT0000249,1970-01-01 00:00:00.000000007,VND0000008,,120,LOW,2026-06-07,11,Sunday
,ACC0028555,BRW0011051,2026-03-30 17:32:28,CALL0057495,AGT0000821,1970-01-01 00:00:00.000000005,VND0000003,,90,MEDIUM,2026-03-30,17,Monday
,ACC0004545,BRW0006866,2026-03-30 07:53:18,CALL0064844,AGT0000788,1970-01-01 00:00:00.000000005,VND0000002,,15,NPA,2026-03-30,7,Monday
,ACC0024251,BRW0010433,2026-07-06 02:15:17,CALL0038603,AGT0000710,1970-01-01 00:00:00.000000007,VND0000009,,45,HIGH,2026-07-06,2,Monday
,ACC0006822,BRW0009406,2026-03-30 12:32:50,CALL0039398,AGT0000348,1970-01-01 00:00:00.000000002,VND0000013,,60,LOW,2026-03-30,12,Monday
,ACC0021103,BRW0001680,2026-03-19 03:01:19,CALL0083599,AGT0000548,1970-01-01 00:00:00.000000007,VND0000010,,120,NPA,2026-03-19,3,Thursday
,ACC0013339,BRW0008651,2026-01-20 13:55:47,CALL0001601,AGT0000343,1970-01-01 00:00:00.000000003,VND0000015,,90,LOW,2026-01-20,13,Tuesday
,ACC0008256,BRW0004355,2026-06-02 13:45:57,CALL0040864,AGT0000603,1970-01-01 00:00:00.000000005,VND0000004,,120,HIGH,2026-06-02,13,Tuesday
,ACC0006701,BRW0007116,2026-05-21 04:36:45,CALL0086128,AGT0000040,1970-01-01 00:00:00.000000005,VND0000012,,75,LOW,2026-05-21,4,Thursday
,ACC0029163,BRW0005820,2026-01-27 20:19:56,CALL0056039,AGT0000999,1970-01-01 00:00:00.000000005,VND0000009,,120,MEDIUM,2026-01-27,20,Tuesday
,ACC0015584,BRW0007270,2026-06-02 03:18:52,CALL0046847,AGT0000086,1970-01-01 00:00:00.000000004,VND0000001,,45,LOW,2026-06-02,3,Tuesday
,ACC0007723,BRW0007022,2026-03-24 07:27:14,CALL0022533,AGT0000638,1970-01-01 00:00:00.000000007,VND0000013,,90,NPA,2026-03-24,7,Tuesday
,ACC0027746,BRW0002007,2026-01-16 09:17:04,CALL0059030,AGT0000054,1970-01-01 00:00:00.000000002,VND0000001,,120,NPA,2026-01-16,9,Friday
,ACC0024129,BRW0008258,2026-04-24 15:48:44,CALL0011488,AGT0000265,1970-01-01 00:00:00.000000006,VND0000001,,120,LOW,2026-04-24,15,Friday
,ACC0020337,BRW0010645,2026-05-14 23:47:37,CALL0009707,AGT0000548,1970-01-01 00:00:00.000000004,VND0000004,,1,HIGH,2026-05-14,23,Thursday
,ACC0002232,BRW0010949,2026-01-24 12:08:15,CALL0009737,AGT0000400,1970-01-01 00:00:00.000000003,VND0000012,,15,MEDIUM,2026-01-24,12,Saturday
,ACC0006673,BRW0005568,2026-04-12 11:03:08,CALL0079357,AGT0000408,1970-01-01 00:00:00.000000003,VND0000005,,1,LOW,2026-04-12,11,Sunday
,ACC0006324,BRW0001846,2026-03-26 07:28:30,CALL0089424,AGT0000528,1970-01-01 00:00:00.000000003,VND0000013,,60,LOW,2026-03-26,7,Thursday
,ACC0008208,BRW0006594,2026-07-18 03:03:42,CALL0076687,AGT0000316,1970-01-01 00:00:00.000000006,VND0000002,,5,NPA,2026-07-18,3,Saturday
,ACC0001198,BRW0005039,2026-07-03 04:20:30,CALL0058234,AGT0000931,1970-01-01 00:00:00.000000007,VND0000004,,15,MEDIUM,2026-07-03,4,Friday
,ACC0020571,BRW0004116,2026-07-31 03:27:04,CALL0082826,AGT0000632,1970-01-01 00:00:00.000000004,VND0000002,,15,NPA,2026-07-31,3,Friday
,ACC0003321,BRW0010472,2026-06-14 20:52:11,CALL0086022,AGT0000713,1970-01-01 00:00:00.000000005,VND0000011,,120,MEDIUM,2026-06-14,20,Sunday
,ACC0009336,BRW0002256,2026-07-10 05:47:59,CALL0073028,AGT0000955,1970-01-01 00:00:00.000000002,VND0000004,,180,LOW,2026-07-10,5,Friday
,ACC0024762,BRW0006822,2026-04-08 07:19:46,CALL0011517,AGT0000670,1970-01-01 00:00:00.000000004,VND0000002,,30,HIGH,2026-04-08,7,Wednesday
,ACC0003830,BRW0011921,2026-04-05 17:29:01,CALL0037371,AGT0000058,1970-01-01 00:00:00.000000004,VND0000003,,0,MEDIUM,2026-04-05,17,Sunday
,ACC0026459,BRW0006683,2026-05-24 20:11:59,CALL0077720,AGT0000939,1970-01-01 00:00:00.000000002,VND0000009,,30,HIGH,2026-05-24,20,Sunday
,ACC0008073,BRW0004514,2026-08-05 01:17:17,CALL0082721,AGT0000512,1970-01-01 00:00:00.000000005,VND0000003,,0,HIGH,2026-08-05,1,Wednesday
,ACC0000211,BRW0009577,2026-05-16 07:20:09,CALL0052339,AGT0000665,1970-01-01 00:00:00.000000007,VND0000010,,15,HIGH,2026-05-16,7,Saturday
,ACC0024395,BRW0009015,2026-03-20 09:35:16,CALL0052221,AGT0000827,1970-01-01 00:00:00.000000003,VND0000010,,180,HIGH,2026-03-20,9,Friday
,ACC0005857,BRW0001766,2026-05-14 15:52:45,CALL0079073,AGT0000944,1970-01-01 00:00:00.000000007,VND0000009,,180,NPA,2026-05-14,15,Thursday
,ACC0006765,BRW0003197,2026-06-24 14:08:29,CALL0006793,AGT0000040,1970-01-01 00:00:00.000000003,VND0000006,,90,HIGH,2026-06-24,14,Wednesday
,ACC0020508,BRW0011594,2026-04-07 12:41:56,CALL0030135,AGT0000144,1970-01-01 00:00:00.000000006,VND0000012,,75,HIGH,2026-04-07,12,Tuesday
,ACC0005600,BRW0003770,2026-01-15 00:49:07,CALL0034843,AGT0000850,1970-01-01 00:00:00.000000002,VND0000009,,0,MEDIUM,2026-01-15,0,Thursday
,ACC0021086,BRW0004933,2026-05-30 23:27:23,CALL0006111,AGT0000673,1970-01-01 00:00:00.000000003,VND0000008,,30,HIGH,2026-05-30,23,Saturday
,ACC0003737,BRW0004492,2026-02-28 06:50:29,CALL0043873,AGT0000765,1970-01-01 00:00:00.000000007,VND0000001,,0,HIGH,2026-02-28,6,Saturday
,ACC0000027,BRW0007129,2026-06-21 22:14:43,CALL0054525,AGT0000091,1970-01-01 00:00:00.000000003,VND0000007,,75,HIGH,2026-06-21,22,Sunday
,ACC0012859,BRW0004897,2026-04-29 11:05:07,CALL0013914,AGT0000569,1970-01-01 00:00:00.000000007,VND0000015,,45,NPA,2026-04-29,11,Wednesday
,ACC0009415,BRW0007005,2026-03-22 03:03:40,CALL0024427,AGT0000332,1970-01-01 00:00:00.000000007,VND0000015,,0,NPA,2026-03-22,3,Sunday
,ACC0016276,BRW0005024,2026-06-25 17:21:41,CALL0069892,AGT0000967,1970-01-01 00:00:00.000000005,VND0000003,,45,MEDIUM,2026-06-25,17,Thursday
,ACC0025858,BRW0000511,2026-05-01 00:20:31,CALL0080942,AGT0000723,1970-01-01 00:00:00.000000004,VND0000011,,120,MEDIUM,2026-05-01,0,Friday
,ACC0021734,BRW0011416,2026-06-15 23:38:59,CALL0077242,AGT0000635,1970-01-01 00:00:00.000000001,VND0000014,,180,NPA,2026-06-15,23,Monday
,ACC0018421,BRW0002903,2026-06-19 02:55:18,CALL0016873,AGT0000145,1970-01-01 00:00:00.000000003,,,120,NPA,2026-06-19,2,Friday
